
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at),CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
7879,Uttar Pradesh,Chandauli,Lawari Khurd,83.2249,24.8972,2023,7.91,344,0,134,28,0.35,26,6,0.00,130,36,10,21,6,0.00,0.00,0.00
7880,Uttar Pradesh,Chandauli,Magrahi,83.2993,24.8268,2023,7.75,521,0,220,50,0.41,15,0,0.00,110,36,5,68,10,1.02,3.30,0.00
7881,Uttar Pradesh,Chandauli,Munuwat,83.3264,24.8922,2023,7.70,263,0,110,28,0.30,11,0,0.00,120,36,14,10,5,3.80,0.00,0.00
7882,Uttar Pradesh,Chandauli,Sikarganj,83.2170,25.0082,2023,7.75,460,0,256,14,0.46,8,7,0.00,190,48,17,25,3,0.12,0.00,0.00
7883,Uttar Pradesh,Chandauli,Sikarganj,83.1271,25.0099,2023,8.11,581,0,342,7,0.85,0,7,0.00,160,48,10,64,0,0.38,0.00,3.09
7884,Uttar Pradesh,Chandauli,Sakaldiha,83.2583,25.3553,2023,8.14,1502,0,683,85,1.00,48,9,0.00,230,28,38,234,4,0.00,4.00,17.00
7885,Uttar Pradesh,Chandauli,Banbhishampur,83.2988,24.9949,2023,7.88,484,0,256,14,0.60,12,0,0.00,190,24,17,26,1,0.08,0.00,0.00
7886,Uttar Pradesh,Chitrakoot,Kauhari,80.8704,25.3665,2023,8.09,819,0,464,14,0.69,7,6,0.00,300,44,46,50,0,0.12,0.00,4.51
7887,Uttar Pradesh,Chitrakoot,Kol Gadhiya,80.9528,25.1960,2023,7.94,909,0,476,21,1.04,19,14,0.00,370,40,65,39,0,0.06,0.00,3.97
7888,Uttar Pradesh,Chitrakoot,Ragauli,80.9733,25.2507,2023,7.82,799,0,427,21,0.54,7,9,0.00,340,52,50,26,1,0.44,0.00,3.14
7889,Uttar Pradesh,Chitrakoot,Roli,80.7276,25.2200,2023,8.20,853,0,439,36,1.29,8,7,0.00,290,56,36,61,0,0.00,0.00,4.64
7890,Uttar Pradesh,Chitrakoot,Barachhi,81.1640,25.1787,2023,8.04,854,0,464,14,0.86,0,22,0.00,290,68,29,63,0,0.00,0.00,3.61
7891,Uttar Pradesh,Chitrakoot,Hardiya,81.2254,25.0854,2023,8.07,466,0,195,43,0.45,10,0,0.00,150,40,12,36,3,0.78,0.00,0.00
7892,Uttar Pradesh,Chitrakoot,Karouha,81.0378,24.9996,2023,7.54,211,0,85,21,0.13,0,0,0.00,70,20,5,14,3,13.54,0.00,0.00
7893,Uttar Pradesh,Chitrakoot,Kubri,81.1652,25.0047,2023,7.94,1326,0,256,163,0.36,93,156,0.00,590,100,82,22,20,0.27,0.00,3.05
7894,Uttar Pradesh,Chitrakoot,Markundi,80.9545,25.0201,2023,7.87,378,0,146,21,0.39,18,23,0.00,150,44,10,16,4,0.17,0.00,0.00
7895,Uttar Pradesh,Chitrakoot,Saharipurwa,80.0659,25.1056,2023,7.84,527,0,232,28,0.36,7,25,0.00,180,56,10,37,1,0.32,0.00,0.00
7896,Uttar Pradesh,Chitrakoot,Tikariya Railway,80.8756,25.0013,2023,7.57,1156,0,317,135,0.34,57,79,0.00,290,68,29,101,49,0.40,0.00,0.00
7897,Uttar Pradesh,Chitrakoot,Bambhuri,81.3706,25.2192,2023,7.60,701,0,317,28,0.27,23,34,0.00,290,60,34,26,0,0.43,0.00,0.00
7898,Uttar Pradesh,Chitrakoot,Bargarh Mod,81.4398,25.1829,2023,7.47,860,0,232,128,0.48,49,8,0.00,330,104,17,44,3,13.36,0.00,0.00
7899,Uttar Pradesh,Chitrakoot,Boodha,81.0182,25.2712,2023,7.82,784,0,439,14,0.64,0,0,0.00,310,44,48,37,0,0.58,0.00,4.17
7900,Uttar Pradesh,Chitrakoot,Lokhari,81.2533,25.1916,2023,7.94,666,0,342,21,0.47,6,14,0.00,180,52,12,70,0,0.67,0.00,0.00
7901,Uttar Pradesh,Chitrakoot,Rajapur,81.1488,25.3822,2023,8.06,1386,0,622,99,0.50,22,15,0.00,480,80,67,93,2,0.00,0.00,10.65
7902,Uttar Pradesh,Chitrakoot,Block Office,81.2361,25.2469,2023,7.96,1595,0,476,227,0.51,36,40,0.00,610,108,82,76,2,0.50,0.00,9.00
7903,Uttar Pradesh,Chitrakoot,Block Office,81.2361,25.2469,2023,7.62,1091,0,329,128,0.47,49,25,0.00,290,108,5,99,16,1.06,0.00,5.00
7904,Uttar Pradesh,Chitrakoot,Block Office,81.2361,25.2469,2023,8.00,945,0,500,28,0.96,11,13,0.00,220,40,29,115,0,0.10,0.00,8.00
7905,Uttar Pradesh,Chitrakoot,Block Office,81.2361,25.2469,2023,7.65,1699,0,293,227,0.88,129,185,0.00,530,184,17,142,2,0.15,0.00,0.00
7906,Uttar Pradesh,Deoria,Block Office,83.7358,26.5558,2023,7.81,532,0,183,43,0.11,40,0,0.00,200,52,17,27,6,0.13,3.00,0.00
7907,Uttar Pradesh,Deoria,Block Office,84.1136,26.2669,2023,8.06,899,0,329,21,0.28,120,0,0.00,270,48,36,76,4,3.53,0.00,0.00
7908,Uttar Pradesh,Deoria,Block Office,83.7261,26.2678,2023,7.90,720,0,317,43,0.45,24,0,0.00,280,48,38,32,4,4.77,5.00,0.00
7909,Uttar Pradesh,Deoria,Block Office,83.8697,26.1681,2023,7.84,632,0,305,21,0.22,9,9,0.00,250,56,26,25,4,0.24,0.00,0.00
7910,Uttar Pradesh,Deoria,Bahadurpur,83.8514,26.3765,2023,7.92,500,0,268,14,0.40,0,0,0.00,220,48,24,11,5,0.33,1.57,0.00
7911,Uttar Pradesh,Deoria,Bahaur Chauraha (Near R B,83.7976,26.3703,2023,7.78,572,0,268,28,0.12,16,0,0.00,220,52,22,25,8,0.24,3.13,0.00
7912,Uttar Pradesh,Deoria,Block Office,83.7608,26.3711,2023,7.82,889,0,317,85,0.25,25,0,0.00,310,60,38,52,6,7.10,0.00,31.00
7913,Uttar Pradesh,Deoria,"Garer Chak, Near House",83.7876,26.3990,2023,8.12,549,0,305,14,0.21,0,0,0.00,190,68,5,35,3,1.30,29.90,0.00
7914,Uttar Pradesh,Deoria,"In Front Of Nayra Petrol Pump,",83.7493,26.3291,2023,8.25,391,0,220,7,0.32,0,0,0.00,160,48,10,14,3,0.00,2.38,0.00
7915,Uttar Pradesh,Deoria,Lagra Bazar,83.7179,26.3830,2023,7.72,644,0,329,21,0.22,12,0,0.00,220,48,24,42,7,0.00,0.00,0.00
7916,Uttar Pradesh,Deoria,Block Office,83.4512,26.3514,2023,8.09,580,0,305,14,0.57,0,0,0.00,180,36,22,47,3,2.20,0.00,0.00
7917,Uttar Pradesh,Deoria,Block Office,84.0281,26.3139,2023,7.95,515,0,281,7,0.22,0,0,0.00,240,48,29,6,3,0.89,0.00,10.00
7918,Uttar Pradesh,Deoria,Block Office,83.7783,26.4961,2023,7.72,1102,0,329,142,0.00,51,0,0.00,280,76,22,114,7,1.19,0.00,6.00
7919,Uttar Pradesh,Deoria,Block Office,83.8197,26.6683,2023,8.22,457,0,244,7,0.56,18,0,0.00,200,48,19,11,3,0.78,0.00,0.00
7920,Uttar Pradesh,Deoria,Block Office,83.6714,26.5831,2023,8.22,327,0,159,14,0.18,6,0,0.00,140,36,12,9,2,0.98,3.00,0.00
7921,Uttar Pradesh,Deoria,Block Office,83.9639,26.2174,2023,8.01,397,0,207,14,0.40,0,0,0.00,180,48,14,6,3,0.05,2.00,0.00
7922,Uttar Pradesh,Deoria,Block Office,83.5769,26.5822,2023,7.87,384,0,207,7,0.00,7,0,0.00,160,52,7,13,3,1.77,1.00,0.00
7923,Uttar Pradesh,Deoria,Block Office,83.8150,26.5628,2023,8.04,397,0,207,7,0.48,14,0,0.00,190,60,10,3,2,0.00,0.00,0.00
7924,Uttar Pradesh,Deoria,Block Office,83.6136,26.4564,2023,8.09,504,0,268,14,0.50,0,0,0.00,210,64,12,16,4,1.59,0.00,0.00
7925,Uttar Pradesh,Deoria,Block Office,83.9222,26.2994,2023,8.15,412,0,220,14,0.70,6,0,0.00,180,48,14,11,2,0.69,0.00,0.00
7926,Uttar Pradesh,Deoria,Block Office,83.8908,26.6278,2023,7.74,637,0,220,71,0.19,30,0,0.00,200,48,19,52,4,0.48,0.00,0.00
7927,Uttar Pradesh,Etah,Daheliyapur Chauraha,79.1638,27.4489,2023,8.33,875,0,415,50,1.21,33,0,-,325,44,52,67,4,0.20,0.00,18.99
7928,Uttar Pradesh,Etah,Nagla Bali,79.0271,27.5354,2023,8.04,698,0,256,85,0.44,34,0,-,290,64,31,40,4,3.26,2.24,11.58
7929,Uttar Pradesh,Etah,Block Office,78.3063,27.4798,2023,8.06,870,0,458,50,0.43,28,0,0.00,245,52,28,91,6,0.48,0.00,30.00
7930,Uttar Pradesh,Etah,Kosania,78.2979,27.4369,2023,8.05,789,0,439,21,0.64,6,12,-,255,56,28,77,4,0.00,0.00,9.07
7931,Uttar Pradesh,Etah,"Bariganwan, Fauzi Market Tiraha",78.5855,27.6445,2023,7.94,781,0,451,21,0.29,0,14,-,260,36,41,77,3,0.00,0.00,4.20
7932,Uttar Pradesh,Etah,Kamlapur Mai,78.8219,27.3979,2023,8.26,1013,0,500,43,1.16,44,0,-,270,40,41,127,4,0.18,0.00,12.15
7933,Uttar Pradesh,Etah,,78.8720,27.5366,2023,8.06,846,0,390,50,1.01,42,16,-,270,36,43,90,3,0.43,0.00,10.86
7934,Uttar Pradesh,Etah,Block Office,78.6548,27.5559,2023,7.79,1509,0,470,149,0.00,85,116,-,290,64,31,240,6,0.77,0.00,0.00
7935,Uttar Pradesh,Etah,Near To Rto Office,78.7069,27.5405,2023,7.95,684,0,354,28,0.76,23,0,-,220,40,29,70,5,0.16,0.00,11.18
7936,Uttar Pradesh,Etawah,-----Do-----,78.9572,26.7191,2023,7.79,726,0,415,28,0.46,0,21,0.00,330,48,51,26,3,0.00,0.00,7.00
7937,Uttar Pradesh,Etawah,Etawah City (Anand Nagar),79.0346,26.7702,2023,7.74,1012,0,488,50,0.31,28,49,0.00,340,64,44,93,4,0.30,0.00,20.17
7938,Uttar Pradesh,Etawah,Kaneshighar,79.0562,26.6298,2023,7.36,3397,0,549,411,0.16,356,500,0.00,1061,160,161,340,9,1.51,1.18,21.68
7939,Uttar Pradesh,Etawah,Hand Pump Of Block Office,79.0859,26.8419,2023,7.96,798,0,390,35,0.58,30,26,0.00,280,44,41,71,5,0.23,0.00,30.00
7940,Uttar Pradesh,Etawah,Takpura,79.1874,26.8974,2023,8.03,464,0,268,7,0.43,19,0,0.00,220,36,32,15,2,0.44,0.00,17.67
7941,Uttar Pradesh,Etawah,Dhakpura,79.3110,26.7771,2023,7.56,1287,0,500,121,0.51,47,5,0.00,330,60,44,137,11,1.67,0.00,20.20
7942,Uttar Pradesh,Etawah,Hand Pump Of Block Office,79.2133,26.7362,2023,7.82,1504,0,586,149,0.74,28,56,0.00,495,44,94,136,5,0.29,0.00,43.00
7943,Uttar Pradesh,Etawah,Hand Pump Of Block Office,79.1404,26.5619,2023,7.74,762,0,464,7,0.63,6,23,0.00,210,36,29,89,3,0.00,0.00,9.00
7944,Uttar Pradesh,Etawah,Hand Pump Of Block Office,78.9121,26.8762,2023,7.73,1013,0,451,57,0.40,39,22,0.00,310,52,44,99,4,0.00,0.00,10.00
7945,Uttar Pradesh,Etawah,Hand Pump Of Block Office Adjacent,79.2339,26.6205,2023,7.90,672,0,366,14,0.50,39,10,0.00,300,44,46,28,3,0.18,0.00,12.00
7946,Uttar Pradesh,Etawah,At Entrance Of Block Office Gate,78.9604,26.9565,2023,7.78,789,0,439,14,0.26,41,0,0.00,280,64,29,67,5,2.49,0.00,11.00
7947,Uttar Pradesh,Etawah,Hand Pump Of Block Office,79.2963,26.9114,2023,7.96,939,0,549,14,0.98,25,0,0.00,300,36,51,97,6,0.14,0.00,28.00
7948,Uttar Pradesh,Faizabad / Ayodhya,Block Offc.,81.7692,26.5898,2023,7.91,597,0,329,14,0.98,8,0,0.00,240,36,36,24,4,0.84,0.00,7.00
7949,Uttar Pradesh,Faizabad / Ayodhya,Near Community Health Center,82.1388,26.5949,2023,8.02,672,0,354,14,0.64,18,0,0.00,255,60,25,32,4,1.35,18.00,0.00
7950,Uttar Pradesh,Faizabad / Ayodhya,Near Palu St.,82.0204,26.5545,2023,8.03,378,0,195,14,0.47,6,0,0.00,160,40,14,12,2,0.35,4.00,0.00
7951,Uttar Pradesh,Faizabad / Ayodhya,Near Tri Junction,82.1403,26.7337,2023,8.07,315,0,159,7,0.69,20,0,0.00,150,40,12,2,3,0.54,2.00,0.00
7952,Uttar Pradesh,Faizabad / Ayodhya,Block Offc.,81.5857,26.7443,2023,7.93,685,0,390,7,0.56,6,0,0.00,280,48,38,26,3,5.68,0.00,0.00
7953,Uttar Pradesh,Faizabad / Ayodhya,Located Just Outside Thana,82.3326,26.6451,2023,7.78,490,0,256,7,0.53,21,0,0.00,220,52,22,9,4,2.83,4.00,0.00
7954,Uttar Pradesh,Faizabad / Ayodhya,Located In Compound Of Observers,81.9429,26.6278,2023,7.67,995,0,488,36,0.31,25,20,0.00,380,46,64,50,4,0.13,0.00,8.00
7955,Uttar Pradesh,Faizabad / Ayodhya,Located Near Rajkiya Ayurvedic,82.2665,26.7023,2023,7.86,671,0,354,14,0.29,10,18,0.00,280,56,34,24,2,0.08,0.00,3.00
7956,Uttar Pradesh,Faizabad / Ayodhya,Rudauli Intercollg,81.7550,26.7805,2023,7.88,640,0,329,21,0.55,16,0,0.00,280,56,34,15,4,1.01,4.00,3.00
7957,Uttar Pradesh,Faizabad / Ayodhya,Located Just Below Sohal Over Bridge,81.9908,26.7358,2023,7.74,664,0,342,21,0.46,12,0,0.00,300,52,41,12,4,0.17,3.00,5.00
7958,Uttar Pradesh,Faizabad / Ayodhya,Infront Of Rajput Minirice Mill,82.2424,26.5500,2023,7.73,799,0,384,21,0.20,44,7,0.00,290,72,26,48,3,0.18,1.00,0.00
7959,Uttar Pradesh,Farrukhabad,Eklahra,79.2998,27.6538,2023,7.99,747,0,342,50,0.36,36,24,-,310,64,36,40,5,0.52,0.00,20.25
7960,Uttar Pradesh,Farrukhabad,Kampil Road Siwara,79.1775,27.6627,2023,8.12,485,0,256,28,0.36,10,0,-,180,36,22,36,5,4.39,0.00,12.82
7961,Uttar Pradesh,Farrukhabad,Rutaul,79.3085,27.5361,2023,8.04,593,0,366,14,0.34,0,0,-,210,44,24,46,4,3.57,0.00,11.35
7962,Uttar Pradesh,Farrukhabad,Block Office,79.6322,27.2605,2023,7.80,980,0,372,124,0.37,23,0,-,380,96,34,41,6,1.87,0.00,6.00
7963,Uttar Pradesh,Farrukhabad,Block Office,79.4368,27.3080,2023,8.43,1286,0,634,43,1.78,100,0,-,120,12,22,250,1,0.17,2.00,23.00
7964,Uttar Pradesh,Farrukhabad,Ganeshpur,79.3039,27.4205,2023,7.91,883,0,360,78,0.44,46,0,-,355,92,30,53,6,0.72,2.05,10.72
7965,Uttar Pradesh,Farrukhabad,Amritpur,79.6006,27.5413,2023,8.26,1833,0,500,284,0.67,117,0,-,470,136,31,219,5,0.52,0.00,5.14
7966,Uttar Pradesh,Farrukhabad,Block Office,79.6620,27.4804,2023,8.20,645,0,366,21,0.66,8,0,-,210,44,24,64,5,0.19,0.00,11.00
7967,Uttar Pradesh,Farrukhabad,Block Office,79.6008,27.3396,2023,8.21,1340,0,610,78,0.85,69,12,-,170,8,36,100,234,0.00,1.00,10.00
7968,Uttar Pradesh,Fatehpur,Hand Pump Of Block Office,81.1028,25.7698,2023,7.99,2017,0,695,249,0.70,69,18,0.00,590,112,74,185,9,0.51,0.00,21.00
7969,Uttar Pradesh,Fatehpur,Dhana,80.3208,25.9115,2023,7.64,920,0,519,21,0.34,0,0,0.00,260,44,36,89,3,20.33,0.00,4.89
7970,Uttar Pradesh,Fatehpur,Hand Pump Of Block Office,80.3112,26.0141,2023,7.42,1158,0,378,114,0.20,77,16,0.00,490,40,94,34,2,0.28,0.00,5.00
7971,Uttar Pradesh,Fatehpur,Darauli,80.7497,25.7822,2023,7.82,991,0,512,21,0.98,19,27,0.00,320,40,53,77,5,0.33,0.00,28.51
7972,Uttar Pradesh,Fatehpur,Hand Pump Of Block Office,80.8855,25.7591,2023,7.97,829,0,451,21,0.77,15,0,0.00,280,44,41,60,4,0.60,0.00,6.00
7973,Uttar Pradesh,Fatehpur,Shankarpur,80.6276,25.7670,2023,7.94,780,0,439,7,0.59,10,8,0.00,290,48,41,43,3,0.44,0.00,7.71
7974,Uttar Pradesh,Fatehpur,Hand Pump Of Block Office,80.6292,25.8428,2023,7.48,1054,0,403,85,0.52,42,36,0.00,400,88,43,55,3,0.14,0.00,15.00
7975,Uttar Pradesh,Fatehpur,Lohari,81.0263,26.0102,2023,7.82,686,0,305,36,0.44,26,20,0.00,230,60,19,49,4,0.11,1.39,13.51
7976,Uttar Pradesh,Fatehpur,Block Office,81.2289,25.5393,2023,7.61,1209,0,488,71,0.52,75,23,0.00,390,72,50,94,4,0.18,0.00,10.00
7977,Uttar Pradesh,Fatehpur,Chakiwa,81.0231,25.8929,2023,7.82,1196,0,622,21,0.57,47,6,0.00,360,28,70,103,5,0.39,0.00,24.03
7978,Uttar Pradesh,Fatehpur,Dharampur,80.9875,25.7851,2023,7.72,841,0,439,28,0.84,9,9,0.00,320,44,50,43,5,0.45,1.26,14.18
7979,Uttar Pradesh,Fatehpur,Block Office,81.1276,25.8653,2023,7.57,943,0,427,50,0.84,23,22,0.00,380,64,53,21,33,0.32,0.00,19.00
7980,Uttar Pradesh,Fatehpur,Bindki,80.5806,26.0298,2023,7.56,1499,0,573,78,0.43,54,145,0.00,460,72,67,132,3,0.51,0.00,32.15
7981,Uttar Pradesh,Fatehpur,Block Office,80.5166,26.0562,2023,7.85,754,0,354,36,0.95,21,8,0.00,310,52,43,26,4,0.08,0.00,12.00
7982,Uttar Pradesh,Fatehpur,Block Office,80.7058,26.0358,2023,8.10,1154,0,586,28,1.95,48,0,0.00,310,32,55,117,8,0.00,0.00,84.00
7983,Uttar Pradesh,Fatehpur,Chaudgara,80.5850,26.1230,2023,7.42,1975,0,476,376,0.50,17,56,0.00,790,112,122,86,4,0.87,0.00,25.47
7984,Uttar Pradesh,Fatehpur,-----Do----,81.0586,25.6917,2023,7.98,756,0,366,21,0.96,20,10,0.00,310,56,41,24,4,0.18,0.00,7.00
7985,Uttar Pradesh,Fatehpur,Rakshpalpur,81.1332,25.6256,2023,7.74,1212,0,415,99,0.47,61,75,0.00,400,56,62,89,5,0.82,0.00,10.87
7986,Uttar Pradesh,Fatehpur,Block Office,80.7959,25.9522,2023,8.12,1180,0,622,14,1.14,49,0,0.00,230,36,34,160,6,0.41,0.00,44.00
7987,Uttar Pradesh,Firozabad,Block Office,78.7048,27.1502,2023,8.19,1004,0,458,50,1.44,50,46,-,280,56,34,118,4,0.10,0.00,16.00
7988,Uttar Pradesh,Firozabad,Block Office,78.6074,27.3791,2023,8.23,1492,0,683,36,1.61,183,18,-,90,20,10,321,0,0.00,2.00,8.00
7989,Uttar Pradesh,Firozabad,Block Office,78.4552,27.1261,2023,8.10,1983,0,354,206,0.41,290,146,-,540,92,74,234,4,0.00,0.00,10.00
7990,Uttar Pradesh,Firozabad,Gudau,78.3499,27.1489,2023,8.06,1082,0,586,36,1.08,13,33,-,315,72,32,128,4,0.00,0.00,13.46
7991,Uttar Pradesh,Firozabad,Shikera,78.4696,27.0313,2023,8.06,865,0,500,28,0.50,0,0,-,320,52,46,70,2,0.41,0.00,5.39
7992,Uttar Pradesh,Firozabad,Block Office,78.5041,27.2291,2023,7.85,6175,0,476,1441,0.69,727,21,-,1370,200,209,926,7,0.38,0.00,14.00
7993,Uttar Pradesh,Firozabad,Block Office,78.6442,27.0271,2023,8.35,878,0,403,50,1.09,41,18,-,265,48,35,98,5,0.12,0.00,28.00
7994,Uttar Pradesh,Firozabad,Tondsi,78.7395,27.0219,2023,8.40,793,0,451,28,0.91,0,0,-,285,44,42,70,3,-,-,-
7995,Uttar Pradesh,Firozabad,Block Office,78.4070,27.2904,2023,8.41,2302,36,610,256,1.81,222,32,-,120,20,17,519,2,0.00,1.00,22.00
7996,Uttar Pradesh,Firozabad,Block Office,78.2466,27.2254,2023,8.11,612,0,311,21,0.50,16,25,-,255,60,25,35,4,0.30,0.00,6.00
7997,Uttar Pradesh,G.B. Nagar,Outside Block Office Premises,77.3771,28.5884,2023,8.14,759,0,354,57,0.50,20,29,0.00,280,60,31,49,8,0.24,0.00,6.00
7998,Uttar Pradesh,G.B. Nagar,Block H.Q,77.5535,28.5545,2023,8.22,828,0,390,43,0.43,19,10,0.00,250,36,38,80,7,0.09,0.00,42.00
7999,Uttar Pradesh,G.B. Nagar,Dadri,77.5535,28.5544,2023,8.01,1401,0,464,99,0.80,90,72,0.00,260,40,39,195,8,0.08,0.00,49.55
8000,Uttar Pradesh,G.B. Nagar,Bagpur,77.5308,28.3235,2023,8.04,1258,0,207,92,0.40,310,66,0.00,420,80,53,99,4,0.06,0.00,8.00
8001,Uttar Pradesh,G.B. Nagar,Block H.Q,77.5559,28.3533,2023,8.11,2174,0,830,113,1.42,190,14,0.00,230,16,46,369,6,0.07,1.00,55.00
8002,Uttar Pradesh,G.B. Nagar,Fatehpur Atta,77.4973,28.3069,2023,8.15,684,0,329,21,1.20,39,8,0.00,270,52,34,48,4,0.00,0.00,11.00
8003,Uttar Pradesh,G.B. Nagar,Parsaul,77.5939,28.3256,2023,8.02,391,0,183,14,0.90,28,0,0.00,180,40,19,10,3,0.00,0.00,13.00
8004,Uttar Pradesh,G.B. Nagar,Block H.Q,77.5672,28.1250,2023,8.16,1619,0,573,99,1.70,133,17,0.00,170,36,19,290,3,0.17,0.00,32.00
8005,Uttar Pradesh,G.B. Nagar,Neem Ka Khara Kua,77.6072,28.1378,2023,8.46,986,18,378,35,1.04,80,23,0.00,250,48,32,111,12,0.05,0.00,28.47
8006,Uttar Pradesh,G.B. Nagar,Neemka,77.6068,28.1383,2023,8.10,781,0,342,43,0.57,68,17,0.00,350,64,46,40,9,0.00,0.00,26.19
8007,Uttar Pradesh,G.B. Nagar,Ronija,77.5626,28.2762,2023,8.28,779,0,390,14,0.79,31,0,0.00,220,40,29,76,5,0.06,0.00,20.61
8008,Uttar Pradesh,G.B. Nagar,Bhagwantpur Chhatanga,77.5392,28.1081,2023,7.97,4416,0,390,362,0.46,1350,0,0.00,610,116,78,760,20,0.42,0.00,9.00
8009,Uttar Pradesh,G.B. Nagar,Choroli,77.6077,28.1360,2023,7.94,1090,0,146,113,0.48,92,160,0.00,310,108,10,98,5,0.11,0.00,13.00
8010,Uttar Pradesh,G.B. Nagar,Gopalgarh,77.5584,28.0902,2023,8.45,1191,24,451,50,1.02,86,10,0.00,230,32,36,176,6,0.07,0.00,26.00
8011,Uttar Pradesh,G.B. Nagar,Rampur Banger,77.5697,28.1665,2023,8.38,774,18,329,21,2.60,38,7,0.00,180,36,22,94,2,0.09,1.00,14.00
8012,Uttar Pradesh,Ghaziabad,In Block Office,77.6208,29.2978,2023,7.88,940,0,549,14,1.20,39,0,0.00,170,32,22,158,6,3.07,0.00,44.00
8013,Uttar Pradesh,Ghaziabad,Dhaulana,77.6473,28.6214,2023,7.99,438,0,244,7,1.00,27,0,0.00,190,28,29,19,3,0.13,0.00,32.00
8014,Uttar Pradesh,Ghaziabad,Naraina,77.7389,28.6065,2023,7.96,266,0,134,4,0.45,21,0,0.00,120,24,15,6,4,0.00,1.52,11.71
8015,Uttar Pradesh,Ghaziabad,Near Rly. St.,77.4367,28.6517,2023,7.68,3032,0,476,766,0.38,65,27,0.00,505,72,79,520,8,0.00,0.00,12.00
8016,Uttar Pradesh,Ghaziabad,Dada Shree Ramji Gate,77.4613,28.7454,2023,8.17,1118,0,598,14,0.38,88,22,0.00,240,72,15,155,21,0.00,0.00,0.00
8017,Uttar Pradesh,Ghaziabad,Jal Kal Vibhag,77.3435,28.6847,2023,7.39,2976,0,329,709,0.00,206,79,0.00,620,202,28,398,7,0.15,0.00,11.13
8018,Uttar Pradesh,Ghaziabad,Jal Nigam Pani Tanki Inside,77.4390,28.6361,2023,7.96,1291,0,329,241,0.82,24,8,0.00,140,32,15,240,5,0.27,0.00,26.29
8019,Uttar Pradesh,Ghaziabad,Kali Temple Boundary Wall,77.3618,28.6889,2023,7.81,1617,0,439,248,0.50,49,68,0.00,180,36,22,305,5,0.00,1.08,15.28
8020,Uttar Pradesh,Ghaziabad,Madhuvan Village,77.4804,28.7026,2023,7.62,1062,0,427,78,0.72,55,40,0.00,310,68,34,105,6,0.52,0.00,52.91
8021,Uttar Pradesh,Ghaziabad,Mother Care Public School,77.4226,28.6927,2023,7.58,1372,0,549,128,0.17,34,32,0.00,285,74,24,185,6,0.11,0.00,30.64
8022,Uttar Pradesh,Ghaziabad,Near Meadows Café,77.4474,28.7214,2023,8.06,1605,0,647,106,0.45,68,68,0.00,230,46,28,260,35,0.00,0.00,13.95
8023,Uttar Pradesh,Ghaziabad,"Near Sai Temple, Saburi Park",77.4083,28.6720,2023,7.96,849,0,464,28,0.00,16,16,0.00,340,36,61,42,6,0.43,0.00,19.95
8024,Uttar Pradesh,Ghaziabad,Rohtash Singh,77.3859,28.6871,2023,8.05,1665,0,415,326,1.20,35,5,0.00,125,24,16,346,6,0.16,0.00,15.86
8025,Uttar Pradesh,Ghaziabad,,77.4970,28.6557,2023,7.73,560,0,305,7,0.64,35,15,0.00,220,52,22,32,7,0.11,0.00,14.19
8026,Uttar Pradesh,Ghaziabad,,77.4667,28.6326,2023,8.09,777,0,354,35,0.51,41,20,0.00,240,48,29,76,7,0.00,1.26,26.01
8027,Uttar Pradesh,Ghaziabad,,77.4537,28.7044,2023,8.10,795,0,378,50,1.10,32,11,0.00,220,64,15,90,6,0.13,0.00,13.57
8028,Uttar Pradesh,Ghaziabad,,77.4677,28.6760,2023,7.62,805,0,403,35,0.59,37,13,0.00,240,56,24,90,6,1.09,0.00,10.38
8029,Uttar Pradesh,Ghaziabad,,77.4771,28.7144,2023,7.84,848,0,403,50,0.48,47,16,0.00,315,68,35,66,7,5.33,0.00,8.58
8030,Uttar Pradesh,Ghaziabad,,77.4858,28.6557,2023,7.81,906,0,464,21,0.54,27,47,0.00,280,52,36,80,6,0.25,0.00,26.71
8031,Uttar Pradesh,Ghaziabad,,77.4276,28.6953,2023,7.71,965,0,488,28,0.17,33,20,0.00,180,32,24,148,5,0.00,0.00,22.54
8032,Uttar Pradesh,Ghaziabad,,77.4442,28.7334,2023,7.88,1117,0,586,43,1.50,34,11,0.00,280,52,36,145,5,0.00,1.32,24.97
8033,Uttar Pradesh,Ghaziabad,,77.4973,28.6810,2023,7.64,1295,0,488,121,0.41,49,61,0.00,380,60,56,120,9,0.13,0.00,31.00
8034,Uttar Pradesh,Ghaziabad,,77.4609,28.6639,2023,7.99,1315,0,549,57,0.78,49,108,0.00,390,80,46,135,6,0.10,0.00,14.19
8035,Uttar Pradesh,Ghaziabad,,77.4332,28.6758,2023,7.74,1617,0,512,206,0.23,63,49,0.00,265,46,36,265,6,0.27,0.00,5.74
8036,Uttar Pradesh,Ghaziabad,,77.4138,28.6292,2023,7.81,2490,0,305,702,0.18,34,19,0.00,425,72,60,425,8,0.00,0.00,22.85
8037,Uttar Pradesh,Ghaziabad,,77.4557,28.6368,2023,7.57,2720,0,305,312,0.45,575,73,0.00,951,297,51,210,11,0.00,0.00,5.02
